ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra,Nome do Produto,Preço,Nome do Cliente,Idade,Gênero
4132,Cliente-299,Produto-75,2023-8-9,112.76,Produto 75,48.23,Cliente 299,64,Outro
2974,Cliente-299,Produto-99,2023-5-12,99.6,Produto 99,894.01,Cliente 299,64,Outro
1862,Cliente-299,Produto-27,2023-12-23,275.21,Produto 27,954.41,Cliente 299,64,Outro
1368,Cliente-299,Produto-43,2023-6-21,70.77,Produto 43,428.53,Cliente 299,64,Outro
4246,Cliente-299,Produto-49,2023-1-25,261.84,Produto 49,88.98,Cliente 299,64,Outro
2150,Cliente-299,Produto-81,2023-2-12,318.37,Produto 81,152.57,Cliente 299,64,Outro
2492,Cliente-299,Produto-31,2023-4-20,170.98,Produto 31,100.02,Cliente 299,64,Outro
3658,Cliente-299,Produto-30,2023-7-25,210.9,Produto 30,619.37,Cliente 299,64,Outro
4644,Cliente-299,Produto-22,2023-12-26,377.83,Produto 22,311.2,Cliente 299,64,Outro
3310,Cliente-299,Produto-17,2023-1-24,75.23,Produto 17,818.0,Cliente 299,64,Outro
1240,Cliente-198,Produto-90,2023-2-6,356.33,Produto 90,46.99,Cliente 198,51,Outro
1219,Cliente-198,Produto-37,2023-8-2,89.06,Produto 37,76.98,Cliente 198,51,Outro
2960,Cliente-198,Produto-69,2023-4-19,24.2,Produto 69,892.06,Cliente 198,51,Outro
3497,Cliente-198,Produto-29,2023-11-10,181.43,Produto 29,281.4,Cliente 198,51,Outro
3779,Cliente-198,Produto-77,2023-11-5,57.98,Produto 77,508.99,Cliente 198,51,Outro
2197,Cliente-198,Produto-99,2023-4-13,35.34,Produto 99,894.01,Cliente 198,51,Outro
713,Cliente-198,Produto-41,2023-4-1,68.76,Produto 41,56.4,Cliente 198,51,Outro
1859,Cliente-198,Produto-27,2023-4-15,97.35,Produto 27,954.41,Cliente 198,51,Outro
3477,Cliente-198,Produto-27,2023-11-16,186.31,Produto 27,954.41,Cliente 198,51,Outro
3480,Cliente-198,Produto-43,2023-4-28,112.12,Produto 43,428.53,Cliente 198,51,Outro
2944,Cliente-198,Produto-89,2023-2-21,21.76,Produto 89,454.58,Cliente 198,51,Outro
1640,Cliente-198,Produto-1,2023-3-5,385.44,Produto 1,548.02,Cliente 198,51,Outro
491,Cliente-198,Produto-45,2023-4-11,278.42,Produto 45,709.22,Cliente 198,51,Outro
3129,Cliente-198,Produto-25,2023-11-12,136.21,Produto 25,953.69,Cliente 198,51,Outro
1298,Cliente-316,Produto-90,2023-5-6,413.29,Produto 90,46.99,Cliente 316,63,Masculino
4679,Cliente-316,Produto-64,2023-5-1,310.47,Produto 64,748.57,Cliente 316,63,Masculino
2567,Cliente-316,Produto-9,2023-10-4,17.21,Produto 9,804.47,Cliente 316,63,Masculino
2964,Cliente-316,Produto-9,2023-11-19,170.33,Produto 9,804.47,Cliente 316,63,Masculino
4027,Cliente-316,Produto-77,2023-11-14,95.38,Produto 77,508.99,Cliente 316,63,Masculino
416,Cliente-316,Produto-67,2023-12-19,398.65,Produto 67,441.16,Cliente 316,63,Masculino
564,Cliente-316,Produto-67,2023-5-24,401.21,Produto 67,441.16,Cliente 316,63,Masculino
496,Cliente-316,Produto-45,2023-11-24,56.72,Produto 45,709.22,Cliente 316,63,Masculino
4299,Cliente-316,Produto-45,2023-9-10,189.08,Produto 45,709.22,Cliente 316,63,Masculino
1623,Cliente-174,Produto-90,2023-11-15,229.19,Produto 90,46.99,Cliente 174,18,Outro
4857,Cliente-174,Produto-13,2023-1-8,212.25,Produto 13,495.82,Cliente 174,18,Outro
1549,Cliente-174,Produto-94,2023-1-28,100.8,Produto 94,868.67,Cliente 174,18,Outro
1830,Cliente-174,Produto-37,2023-7-18,351.75,Produto 37,76.98,Cliente 174,18,Outro
4689,Cliente-174,Produto-6,2023-2-20,183.98,Produto 6,264.28,Cliente 174,18,Outro
1657,Cliente-174,Produto-84,2023-11-20,226.45,Produto 84,401.08,Cliente 174,18,Outro
2099,Cliente-174,Produto-100,2023-7-20,159.6,Produto 100,503.79,Cliente 174,18,Outro
2822,Cliente-174,Produto-38,2023-8-18,80.51,Produto 38,784.24,Cliente 174,18,Outro
104,Cliente-174,Produto-93,2023-4-24,429.19,Produto 93,346.47,Cliente 174,18,Outro
3695,Cliente-174,Produto-62,2023-3-8,148.33,Produto 62,64.24,Cliente 174,18,Outro
4439,Cliente-174,Produto-39,2023-6-13,345.08,Produto 39,201.72,Cliente 174,18,Outro
291,Cliente-174,Produto-57,2023-11-9,296.92,Produto 57,463.26,Cliente 174,18,Outro
1675,Cliente-175,Produto-90,2023-10-20,439.97,Produto 90,46.99,Cliente 175,31,Outro
4772,Cliente-175,Produto-15,2023-3-21,70.68,Produto 15,677.75,Cliente 175,31,Outro
73,Cliente-175,Produto-83,2023-11-9,307.26,Produto 83,818.12,Cliente 175,31,Outro
1101,Cliente-175,Produto-21,2023-3-4,302.03,Produto 21,751.82,Cliente 175,31,Outro
1528,Cliente-175,Produto-31,2023-5-6,408.98,Produto 31,100.02,Cliente 175,31,Outro
3691,Cliente-175,Produto-39,2023-3-4,113.69,Produto 39,201.72,Cliente 175,31,Outro
1679,Cliente-210,Produto-90,2023-6-18,170.99,Produto 90,46.99,Cliente 210,47,Feminino
4004,Cliente-210,Produto-15,2023-6-10,497.6,Produto 15,677.75,Cliente 210,47,Feminino
4157,Cliente-210,Produto-51,2023-8-5,145.86,Produto 51,380.17,Cliente 210,47,Feminino
3229,Cliente-210,Produto-14,2023-8-12,13.14,Produto 14,415.65,Cliente 210,47,Feminino
1128,Cliente-210,Produto-69,2023-4-1,30.56,Produto 69,892.06,Cliente 210,47,Feminino
436,Cliente-210,Produto-6,2023-4-13,384.42,Produto 6,264.28,Cliente 210,47,Feminino
1567,Cliente-210,Produto-61,2023-2-13,150.36,Produto 61,176.03,Cliente 210,47,Feminino
3259,Cliente-210,Produto-29,2023-11-18,50.9,Produto 29,281.4,Cliente 210,47,Feminino
1345,Cliente-210,Produto-77,2023-6-14,291.18,Produto 77,508.99,Cliente 210,47,Feminino
640,Cliente-210,Produto-70,2023-8-20,354.3,Produto 70,686.94,Cliente 210,47,Feminino
2174,Cliente-210,Produto-53,2023-11-2,374.3,Produto 53,725.06,Cliente 210,47,Feminino
991,Cliente-210,Produto-39,2023-7-13,242.02,Produto 39,201.72,Cliente 210,47,Feminino
2496,Cliente-210,Produto-46,2023-10-16,145.77,Produto 46,964.01,Cliente 210,47,Feminino
4275,Cliente-210,Produto-95,2023-7-13,29.52,Produto 95,273.1,Cliente 210,47,Feminino
3092,Cliente-210,Produto-87,2023-4-12,374.64,Produto 87,174.21,Cliente 210,47,Feminino
4265,Cliente-210,Produto-42,2023-5-17,285.97,Produto 42,931.62,Cliente 210,47,Feminino
1365,Cliente-210,Produto-54,2023-9-12,153.17,Produto 54,234.94,Cliente 210,47,Feminino
1690,Cliente-24,Produto-90,2023-3-20,231.43,Produto 90,46.99,Cliente 24,49,Outro
4056,Cliente-24,Produto-20,2023-9-8,393.78,Produto 20,399.29,Cliente 24,49,Outro
1661,Cliente-24,Produto-10,2023-6-24,322.18,Produto 10,884.52,Cliente 24,49,Outro
3806,Cliente-24,Produto-29,2023-11-22,496.33,Produto 29,281.4,Cliente 24,49,Outro
2507,Cliente-24,Produto-75,2023-9-20,154.63,Produto 75,48.23,Cliente 24,49,Outro
446,Cliente-24,Produto-38,2023-6-16,427.57,Produto 38,784.24,Cliente 24,49,Outro
1617,Cliente-24,Produto-52,2023-6-19,322.48,Produto 52,48.63,Cliente 24,49,Outro
863,Cliente-24,Produto-22,2023-4-20,362.61,Produto 22,311.2,Cliente 24,49,Outro
1795,Cliente-24,Produto-88,2023-12-25,198.68,Produto 88,675.37,Cliente 24,49,Outro
1820,Cliente-500,Produto-90,2023-10-21,127.65,Produto 90,46.99,Cliente 500,45,Feminino
199,Cliente-500,Produto-20,2023-6-12,75.24,Produto 20,399.29,Cliente 500,45,Feminino
2454,Cliente-500,Produto-78,2023-10-22,143.97,Produto 78,907.72,Cliente 500,45,Feminino
2927,Cliente-500,Produto-51,2023-8-1,59.85,Produto 51,380.17,Cliente 500,45,Feminino
1293,Cliente-500,Produto-13,2023-5-19,490.84,Produto 13,495.82,Cliente 500,45,Feminino
1514,Cliente-500,Produto-16,2023-12-23,471.97,Produto 16,181.65,Cliente 500,45,Feminino
4150,Cliente-500,Produto-14,2023-1-27,96.45,Produto 14,415.65,Cliente 500,45,Feminino
149,Cliente-500,Produto-64,2023-7-27,430.33,Produto 64,748.57,Cliente 500,45,Feminino
3380,Cliente-500,Produto-70,2023-12-13,143.98,Produto 70,686.94,Cliente 500,45,Feminino
1225,Cliente-500,Produto-11,2023-12-8,447.55,Produto 11,972.32,Cliente 500,45,Feminino
3883,Cliente-500,Produto-91,2023-10-23,92.36,Produto 91,332.76,Cliente 500,45,Feminino
833,Cliente-500,Produto-34,2023-4-17,401.24,Produto 34,92.09,Cliente 500,45,Feminino
2081,Cliente-259,Produto-90,2023-2-5,42.86,Produto 90,46.99,Cliente 259,23,Feminino
3098,Cliente-259,Produto-35,2023-7-2,336.87,Produto 35,660.36,Cliente 259,23,Feminino
2885,Cliente-259,Produto-19,2023-10-21,112.45,Produto 19,794.97,Cliente 259,23,Feminino
1399,Cliente-259,Produto-28,2023-12-24,375.99,Produto 28,273.0,Cliente 259,23,Feminino
2144,Cliente-259,Produto-12,2023-8-13,161.78,Produto 12,340.92,Cliente 259,23,Feminino
3002,Cliente-259,Produto-39,2023-11-15,232.24,Produto 39,201.72,Cliente 259,23,Feminino
4708,Cliente-259,Produto-46,2023-10-12,96.17,Produto 46,964.01,Cliente 259,23,Feminino
2207,Cliente-292,Produto-90,2023-5-25,55.21,Produto 90,46.99,Cliente 292,23,Outro
2231,Cliente-292,Produto-90,2023-5-16,83.75,Produto 90,46.99,Cliente 292,23,Outro
3307,Cliente-292,Produto-15,2023-7-2,400.48,Produto 15,677.75,Cliente 292,23,Outro
3281,Cliente-292,Produto-44,2023-10-16,447.96,Produto 44,973.58,Cliente 292,23,Outro
1527,Cliente-292,Produto-50,2023-5-6,168.59,Produto 50,640.11,Cliente 292,23,Outro
2278,Cliente-292,Produto-88,2023-6-28,305.53,Produto 88,675.37,Cliente 292,23,Outro
3941,Cliente-292,Produto-87,2023-5-20,403.8,Produto 87,174.21,Cliente 292,23,Outro
3643,Cliente-292,Produto-17,2023-8-15,21.39,Produto 17,818.0,Cliente 292,23,Outro
2265,Cliente-410,Produto-90,2023-6-14,72.13,Produto 90,46.99,Cliente 410,50,Feminino
2006,Cliente-410,Produto-78,2023-5-21,144.51,Produto 78,907.72,Cliente 410,50,Feminino
896,Cliente-410,Produto-6,2023-7-15,499.44,Produto 6,264.28,Cliente 410,50,Feminino
192,Cliente-410,Produto-28,2023-12-14,268.99,Produto 28,273.0,Cliente 410,50,Feminino
2297,Cliente-410,Produto-23,2023-2-6,270.35,Produto 23,130.96,Cliente 410,50,Feminino
3733,Cliente-410,Produto-21,2023-12-18,340.1,Produto 21,751.82,Cliente 410,50,Feminino
2434,Cliente-10,Produto-90,2023-3-23,444.69,Produto 90,46.99,Cliente 10,59,Outro
4681,Cliente-10,Produto-86,2023-5-3,137.4,Produto 86,555.07,Cliente 10,59,Outro
2892,Cliente-10,Produto-78,2023-7-28,380.28,Produto 78,907.72,Cliente 10,59,Outro
4710,Cliente-10,Produto-14,2023-9-21,252.12,Produto 14,415.65,Cliente 10,59,Outro
1516,Cliente-10,Produto-4,2023-11-26,335.2,Produto 4,615.59,Cliente 10,59,Outro
584,Cliente-10,Produto-50,2023-8-7,123.56,Produto 50,640.11,Cliente 10,59,Outro
33,Cliente-10,Produto-84,2023-8-9,47.27,Produto 84,401.08,Cliente 10,59,Outro
4900,Cliente-10,Produto-28,2023-6-15,400.95,Produto 28,273.0,Cliente 10,59,Outro
1927,Cliente-10,Produto-75,2023-3-5,134.18,Produto 75,48.23,Cliente 10,59,Outro
91,Cliente-10,Produto-82,2023-6-28,417.96,Produto 82,53.36,Cliente 10,59,Outro
1193,Cliente-10,Produto-79,2023-5-21,391.67,Produto 79,514.64,Cliente 10,59,Outro
2752,Cliente-10,Produto-97,2023-4-17,144.31,Produto 97,677.4,Cliente 10,59,Outro
4581,Cliente-10,Produto-97,2023-12-2,115.97,Produto 97,677.4,Cliente 10,59,Outro
77,Cliente-10,Produto-52,2023-12-28,236.87,Produto 52,48.63,Cliente 10,59,Outro
3985,Cliente-10,Produto-88,2023-12-17,57.69,Produto 88,675.37,Cliente 10,59,Outro
1457,Cliente-10,Produto-71,2023-7-20,24.12,Produto 71,815.52,Cliente 10,59,Outro
3558,Cliente-10,Produto-45,2023-3-25,381.23,Produto 45,709.22,Cliente 10,59,Outro
3090,Cliente-301,Produto-90,2023-6-4,281.75,Produto 90,46.99,Cliente 301,35,Feminino
2619,Cliente-301,Produto-15,2023-9-28,171.11,Produto 15,677.75,Cliente 301,35,Feminino
4998,Cliente-301,Produto-51,2023-12-23,184.2,Produto 51,380.17,Cliente 301,35,Feminino
1245,Cliente-301,Produto-16,2023-10-15,437.74,Produto 16,181.65,Cliente 301,35,Feminino
3853,Cliente-301,Produto-64,2023-3-14,330.17,Produto 64,748.57,Cliente 301,35,Feminino
1548,Cliente-301,Produto-9,2023-6-21,410.45,Produto 9,804.47,Cliente 301,35,Feminino
4761,Cliente-301,Produto-33,2023-12-24,157.27,Produto 33,328.13,Cliente 301,35,Feminino
1207,Cliente-301,Produto-47,2023-10-22,133.12,Produto 47,89.63,Cliente 301,35,Feminino
2867,Cliente-301,Produto-65,2023-4-14,393.48,Produto 65,989.26,Cliente 301,35,Feminino
3920,Cliente-301,Produto-39,2023-12-19,430.55,Produto 39,201.72,Cliente 301,35,Feminino
3223,Cliente-352,Produto-90,2023-12-28,325.27,Produto 90,46.99,Cliente 352,58,Masculino
1049,Cliente-352,Produto-94,2023-3-5,204.71,Produto 94,868.67,Cliente 352,58,Masculino
3214,Cliente-352,Produto-14,2023-7-7,19.88,Produto 14,415.65,Cliente 352,58,Masculino
4781,Cliente-352,Produto-9,2023-2-5,14.8,Produto 9,804.47,Cliente 352,58,Masculino
1003,Cliente-352,Produto-69,2023-10-14,354.31,Produto 69,892.06,Cliente 352,58,Masculino
2236,Cliente-352,Produto-24,2023-6-8,457.37,Produto 24,333.27,Cliente 352,58,Masculino
3045,Cliente-352,Produto-27,2023-9-13,466.39,Produto 27,954.41,Cliente 352,58,Masculino
462,Cliente-352,Produto-22,2023-2-27,216.29,Produto 22,311.2,Cliente 352,58,Masculino
3311,Cliente-58,Produto-90,2023-6-24,346.28,Produto 90,46.99,Cliente 58,62,Outro
2391,Cliente-58,Produto-15,2023-8-5,409.95,Produto 15,677.75,Cliente 58,62,Outro
4482,Cliente-58,Produto-14,2023-1-13,225.99,Produto 14,415.65,Cliente 58,62,Outro
978,Cliente-58,Produto-4,2023-9-16,345.65,Produto 4,615.59,Cliente 58,62,Outro
4003,Cliente-58,Produto-70,2023-10-21,72.84,Produto 70,686.94,Cliente 58,62,Outro
322,Cliente-58,Produto-97,2023-9-23,145.42,Produto 97,677.4,Cliente 58,62,Outro
3550,Cliente-58,Produto-49,2023-6-26,207.32,Produto 49,88.98,Cliente 58,62,Outro
4055,Cliente-58,Produto-93,2023-7-27,73.66,Produto 93,346.47,Cliente 58,62,Outro
1631,Cliente-58,Produto-26,2023-4-12,41.5,Produto 26,83.29,Cliente 58,62,Outro
998,Cliente-58,Produto-57,2023-12-6,317.52,Produto 57,463.26,Cliente 58,62,Outro
4403,Cliente-281,Produto-90,2023-11-16,225.41,Produto 90,46.99,Cliente 281,26,Masculino
1059,Cliente-281,Produto-44,2023-12-15,386.5,Produto 44,973.58,Cliente 281,26,Masculino
4011,Cliente-281,Produto-9,2023-12-2,50.68,Produto 9,804.47,Cliente 281,26,Masculino
1375,Cliente-281,Produto-61,2023-2-24,465.47,Produto 61,176.03,Cliente 281,26,Masculino
2210,Cliente-281,Produto-82,2023-5-27,94.07,Produto 82,53.36,Cliente 281,26,Masculino
1163,Cliente-281,Produto-100,2023-10-25,72.45,Produto 100,503.79,Cliente 281,26,Masculino
830,Cliente-281,Produto-21,2023-3-7,410.36,Produto 21,751.82,Cliente 281,26,Masculino
1032,Cliente-281,Produto-43,2023-7-24,42.59,Produto 43,428.53,Cliente 281,26,Masculino
2590,Cliente-281,Produto-53,2023-2-10,395.77,Produto 53,725.06,Cliente 281,26,Masculino
3464,Cliente-281,Produto-53,2023-10-4,244.77,Produto 53,725.06,Cliente 281,26,Masculino
4349,Cliente-281,Produto-42,2023-2-5,468.21,Produto 42,931.62,Cliente 281,26,Masculino
4580,Cliente-230,Produto-90,2023-11-4,129.15,Produto 90,46.99,Cliente 230,29,Outro
390,Cliente-230,Produto-35,2023-4-10,91.04,Produto 35,660.36,Cliente 230,29,Outro
502,Cliente-230,Produto-24,2023-6-9,86.18,Produto 24,333.27,Cliente 230,29,Outro
4038,Cliente-230,Produto-5,2023-9-4,168.52,Produto 5,530.08,Cliente 230,29,Outro
4579,Cliente-230,Produto-91,2023-7-6,301.92,Produto 91,332.76,Cliente 230,29,Outro
2253,Cliente-230,Produto-26,2023-3-13,141.42,Produto 26,83.29,Cliente 230,29,Outro
3930,Cliente-230,Produto-1,2023-7-10,151.67,Produto 1,548.02,Cliente 230,29,Outro
4603,Cliente-241,Produto-90,2023-10-24,160.76,Produto 90,46.99,Cliente 241,65,Feminino
1697,Cliente-241,Produto-61,2023-5-12,463.12,Produto 61,176.03,Cliente 241,65,Feminino
4591,Cliente-241,Produto-77,2023-6-18,373.01,Produto 77,508.99,Cliente 241,65,Feminino
1742,Cliente-241,Produto-89,2023-8-13,292.02,Produto 89,454.58,Cliente 241,65,Feminino
8,Cliente-408,Produto-15,2023-7-26,433.3,Produto 15,677.75,Cliente 408,34,Feminino
869,Cliente-408,Produto-13,2023-10-20,207.54,Produto 13,495.82,Cliente 408,34,Feminino
3360,Cliente-408,Produto-4,2023-2-3,233.78,Produto 4,615.59,Cliente 408,34,Feminino
4758,Cliente-408,Produto-37,2023-8-1,320.95,Produto 37,76.98,Cliente 408,34,Feminino
2551,Cliente-408,Produto-69,2023-7-8,63.0,Produto 69,892.06,Cliente 408,34,Feminino
126,Cliente-408,Produto-19,2023-1-7,88.01,Produto 19,794.97,Cliente 408,34,Feminino
931,Cliente-408,Produto-23,2023-10-19,54.12,Produto 23,130.96,Cliente 408,34,Feminino
1489,Cliente-408,Produto-81,2023-7-11,436.79,Produto 81,152.57,Cliente 408,34,Feminino
2493,Cliente-408,Produto-2,2023-12-6,199.95,Produto 2,114.86,Cliente 408,34,Feminino
204,Cliente-408,Produto-12,2023-10-4,460.66,Produto 12,340.92,Cliente 408,34,Feminino
348,Cliente-408,Produto-1,2023-12-22,260.75,Produto 1,548.02,Cliente 408,34,Feminino
3438,Cliente-408,Produto-17,2023-2-4,82.39,Produto 17,818.0,Cliente 408,34,Feminino
4204,Cliente-408,Produto-17,2023-12-24,92.99,Produto 17,818.0,Cliente 408,34,Feminino
174,Cliente-467,Produto-15,2023-7-6,390.15,Produto 15,677.75,Cliente 467,45,Outro
3108,Cliente-467,Produto-10,2023-9-10,176.76,Produto 10,884.52,Cliente 467,45,Outro
1434,Cliente-467,Produto-31,2023-9-26,170.46,Produto 31,100.02,Cliente 467,45,Outro
3152,Cliente-467,Produto-89,2023-4-9,372.7,Produto 89,454.58,Cliente 467,45,Outro
3697,Cliente-467,Produto-1,2023-6-8,171.36,Produto 1,548.02,Cliente 467,45,Outro
1958,Cliente-467,Produto-57,2023-1-15,156.79,Produto 57,463.26,Cliente 467,45,Outro
1754,Cliente-467,Produto-25,2023-6-14,105.45,Produto 25,953.69,Cliente 467,45,Outro
268,Cliente-445,Produto-15,2023-1-6,141.28,Produto 15,677.75,Cliente 445,34,Feminino
3363,Cliente-445,Produto-28,2023-8-16,317.23,Produto 28,273.0,Cliente 445,34,Feminino
2584,Cliente-445,Produto-97,2023-7-1,408.71,Produto 97,677.4,Cliente 445,34,Feminino
2863,Cliente-445,Produto-52,2023-5-19,349.2,Produto 52,48.63,Cliente 445,34,Feminino
2835,Cliente-445,Produto-12,2023-10-7,248.31,Produto 12,340.92,Cliente 445,34,Feminino
3060,Cliente-445,Produto-91,2023-9-17,431.67,Produto 91,332.76,Cliente 445,34,Feminino
371,Cliente-445,Produto-3,2023-4-24,263.6,Produto 3,653.12,Cliente 445,34,Feminino
4456,Cliente-445,Produto-3,2023-9-23,212.22,Produto 3,653.12,Cliente 445,34,Feminino
281,Cliente-147,Produto-15,2023-12-3,326.11,Produto 15,677.75,Cliente 147,31,Feminino
1897,Cliente-147,Produto-61,2023-5-10,144.31,Produto 61,176.03,Cliente 147,31,Feminino
1061,Cliente-147,Produto-48,2023-3-20,458.36,Produto 48,942.49,Cliente 147,31,Feminino
995,Cliente-147,Produto-73,2023-7-11,307.56,Produto 73,120.74,Cliente 147,31,Feminino
1717,Cliente-147,Produto-89,2023-9-17,158.42,Produto 89,454.58,Cliente 147,31,Feminino
696,Cliente-336,Produto-15,2023-8-24,104.35,Produto 15,677.75,Cliente 336,25,Outro
4994,Cliente-336,Produto-28,2023-3-17,363.28,Produto 28,273.0,Cliente 336,25,Outro
4042,Cliente-336,Produto-97,2023-12-1,96.87,Produto 97,677.4,Cliente 336,25,Outro
1117,Cliente-336,Produto-48,2023-3-7,208.35,Produto 48,942.49,Cliente 336,25,Outro
1024,Cliente-336,Produto-73,2023-8-4,178.41,Produto 73,120.74,Cliente 336,25,Outro
1050,Cliente-336,Produto-36,2023-1-2,462.69,Produto 36,107.16,Cliente 336,25,Outro
747,Cliente-20,Produto-15,2023-10-7,210.68,Produto 15,677.75,Cliente 20,21,Outro
4831,Cliente-20,Produto-16,2023-11-23,428.31,Produto 16,181.65,Cliente 20,21,Outro
1876,Cliente-20,Produto-9,2023-11-7,213.45,Produto 9,804.47,Cliente 20,21,Outro
1500,Cliente-20,Produto-84,2023-9-24,218.61,Produto 84,401.08,Cliente 20,21,Outro
675,Cliente-20,Produto-75,2023-10-26,186.31,Produto 75,48.23,Cliente 20,21,Outro
2833,Cliente-20,Produto-24,2023-4-1,163.98,Produto 24,333.27,Cliente 20,21,Outro
2792,Cliente-20,Produto-11,2023-1-12,110.21,Produto 11,972.32,Cliente 20,21,Outro
424,Cliente-20,Produto-91,2023-6-7,19.85,Produto 91,332.76,Cliente 20,21,Outro
3003,Cliente-20,Produto-85,2023-9-21,200.68,Produto 85,406.92,Cliente 20,21,Outro
3580,Cliente-20,Produto-85,2023-4-24,21.63,Produto 85,406.92,Cliente 20,21,Outro
2566,Cliente-20,Produto-25,2023-11-7,376.13,Produto 25,953.69,Cliente 20,21,Outro
1141,Cliente-221,Produto-15,2023-11-27,51.52,Produto 15,677.75,Cliente 221,28,Masculino
648,Cliente-221,Produto-20,2023-7-15,461.17,Produto 20,399.29,Cliente 221,28,Masculino
3338,Cliente-221,Produto-10,2023-7-13,184.82,Produto 10,884.52,Cliente 221,28,Masculino
519,Cliente-221,Produto-19,2023-4-13,245.73,Produto 19,794.97,Cliente 221,28,Masculino
3149,Cliente-221,Produto-48,2023-4-21,370.74,Produto 48,942.49,Cliente 221,28,Masculino
1557,Cliente-221,Produto-36,2023-3-9,387.16,Produto 36,107.16,Cliente 221,28,Masculino
1236,Cliente-162,Produto-15,2023-9-19,488.23,Produto 15,677.75,Cliente 162,37,Outro
3282,Cliente-162,Produto-16,2023-11-18,423.93,Produto 16,181.65,Cliente 162,37,Outro
1312,Cliente-162,Produto-99,2023-4-22,226.56,Produto 99,894.01,Cliente 162,37,Outro
2748,Cliente-162,Produto-88,2023-3-27,298.95,Produto 88,675.37,Cliente 162,37,Outro
1654,Cliente-162,Produto-12,2023-7-13,449.55,Produto 12,340.92,Cliente 162,37,Outro
4376,Cliente-162,Produto-3,2023-11-10,209.42,Produto 3,653.12,Cliente 162,37,Outro
1939,Cliente-162,Produto-73,2023-6-15,53.84,Produto 73,120.74,Cliente 162,37,Outro
3564,Cliente-162,Produto-17,2023-9-14,213.54,Produto 17,818.0,Cliente 162,37,Outro
1840,Cliente-188,Produto-15,2023-2-15,278.42,Produto 15,677.75,Cliente 188,55,Feminino
2289,Cliente-188,Produto-47,2023-5-6,27.46,Produto 47,89.63,Cliente 188,55,Feminino
4799,Cliente-188,Produto-21,2023-3-12,257.77,Produto 21,751.82,Cliente 188,55,Feminino
951,Cliente-188,Produto-67,2023-10-24,189.47,Produto 67,441.16,Cliente 188,55,Feminino
3854,Cliente-188,Produto-67,2023-5-26,78.41,Produto 67,441.16,Cliente 188,55,Feminino
1762,Cliente-188,Produto-89,2023-5-21,236.8,Produto 89,454.58,Cliente 188,55,Feminino
3325,Cliente-188,Produto-95,2023-9-22,181.27,Produto 95,273.1,Cliente 188,55,Feminino
2962,Cliente-188,Produto-1,2023-11-19,359.53,Produto 1,548.02,Cliente 188,55,Feminino
509,Cliente-188,Produto-45,2023-11-21,82.18,Produto 45,709.22,Cliente 188,55,Feminino
2194,Cliente-350,Produto-15,2023-2-1,158.86,Produto 15,677.75,Cliente 350,31,Masculino
939,Cliente-350,Produto-96,2023-8-13,259.25,Produto 96,472.18,Cliente 350,31,Masculino
602,Cliente-350,Produto-13,2023-6-19,363.41,Produto 13,495.82,Cliente 350,31,Masculino
2609,Cliente-350,Produto-10,2023-10-26,77.99,Produto 10,884.52,Cliente 350,31,Masculino
307,Cliente-350,Produto-37,2023-5-20,160.26,Produto 37,76.98,Cliente 350,31,Masculino
2546,Cliente-350,Produto-6,2023-7-8,267.68,Produto 6,264.28,Cliente 350,31,Masculino
2116,Cliente-350,Produto-99,2023-2-23,162.93,Produto 99,894.01,Cliente 350,31,Masculino
3404,Cliente-350,Produto-79,2023-10-6,373.83,Produto 79,514.64,Cliente 350,31,Masculino
92,Cliente-350,Produto-23,2023-5-11,461.02,Produto 23,130.96,Cliente 350,31,Masculino
821,Cliente-350,Produto-67,2023-5-1,191.44,Produto 67,441.16,Cliente 350,31,Masculino
4329,Cliente-350,Produto-46,2023-7-19,437.35,Produto 46,964.01,Cliente 350,31,Masculino
740,Cliente-350,Produto-1,2023-3-11,332.88,Produto 1,548.02,Cliente 350,31,Masculino
2940,Cliente-350,Produto-45,2023-6-21,108.37,Produto 45,709.22,Cliente 350,31,Masculino
2370,Cliente-89,Produto-15,2023-10-14,354.5,Produto 15,677.75,Cliente 89,35,Outro
2211,Cliente-89,Produto-16,2023-9-27,433.62,Produto 16,181.65,Cliente 89,35,Outro
2749,Cliente-89,Produto-64,2023-9-1,289.24,Produto 64,748.57,Cliente 89,35,Outro
652,Cliente-89,Produto-6,2023-4-10,211.69,Produto 6,264.28,Cliente 89,35,Outro
3044,Cliente-89,Produto-100,2023-5-9,163.87,Produto 100,503.79,Cliente 89,35,Outro
1007,Cliente-89,Produto-27,2023-7-7,284.69,Produto 27,954.41,Cliente 89,35,Outro
262,Cliente-89,Produto-60,2023-1-15,10.48,Produto 60,376.12,Cliente 89,35,Outro
1445,Cliente-89,Produto-31,2023-2-6,365.99,Produto 31,100.02,Cliente 89,35,Outro
691,Cliente-89,Produto-65,2023-8-13,245.29,Produto 65,989.26,Cliente 89,35,Outro
333,Cliente-89,Produto-39,2023-3-2,121.74,Produto 39,201.72,Cliente 89,35,Outro
1392,Cliente-89,Produto-39,2023-2-20,352.93,Produto 39,201.72,Cliente 89,35,Outro
2187,Cliente-89,Produto-89,2023-11-22,252.35,Produto 89,454.58,Cliente 89,35,Outro
2769,Cliente-89,Produto-85,2023-5-27,152.66,Produto 85,406.92,Cliente 89,35,Outro
2518,Cliente-391,Produto-15,2023-11-19,87.61,Produto 15,677.75,Cliente 391,64,Feminino
